contigName	contigLen	totalAvgDepth	sample_small.sorted	sample_small.sorted-var
NODE_1137_length_976_cov_2.013029	976	3.34867	3.34867	1.29889
NODE_1138_length_973_cov_1.852941	973	3.52612	3.52612	2.65595
NODE_1139_length_972_cov_21.426390	972	13.1363	13.1363	55.645
NODE_1140_length_972_cov_1.885496	972	3.04745	3.04745	1.32174
NODE_1141_length_971_cov_2.661572	971	4.55055	4.55055	2.98189
NODE_1142_length_969_cov_1.886214	969	3.55189	3.55189	2.41632
NODE_1143_length_967_cov_9.066886	967	15.4039	15.4039	23.2999
NODE_1144_length_965_cov_37.109890	965	57.4025	57.4025	65.1646
NODE_1145_length_965_cov_2.373626	965	3.76564	3.76564	2.49906
NODE_1146_length_964_cov_2.069307	964	3.9914	3.9914	2.24963
NODE_1147_length_963_cov_1.901982	963	3.17589	3.17589	1.48996
NODE_1148_length_963_cov_1.633260	963	2.83395	2.83395	1.1288
NODE_1149_length_962_cov_2.191841	962	3.81527	3.81527	1.34438
NODE_1150_length_961_cov_2.176600	961	3.87793	3.87793	1.26532
NODE_1151_length_960_cov_3.198895	960	5.44938	5.44938	8.48264
NODE_1152_length_959_cov_36.875000	959	54.6069	54.6069	162.014
NODE_1153_length_959_cov_3.764381	959	5.99753	5.99753	6.55444
NODE_1154_length_958_cov_2.014396	958	3.25619	3.25619	1.57865
NODE_1155_length_958_cov_1.924695	958	3.31807	3.31807	2.4774
NODE_1156_length_957_cov_2.492239	957	4.06444	4.06444	2.35564
NODE_1157_length_957_cov_2.302661	957	3.71747	3.71747	1.71413
NODE_1158_length_956_cov_10.675916	956	13.438	13.438	34.5521
NODE_1159_length_956_cov_3.231964	956	5.29653	5.29653	10.184
NODE_1160_length_956_cov_2.922309	956	4.65261	4.65261	3.25805
NODE_1161_length_955_cov_3.373333	955	5.61366	5.61366	2.91397
NODE_1162_length_954_cov_2.152392	954	3.64925	3.64925	2.21306
NODE_1163_length_952_cov_2.535117	952	4.20075	4.20075	4.54516
NODE_1164_length_952_cov_2.004459	952	3.84414	3.84414	1.89452
NODE_1165_length_951_cov_10.554688	951	18.2509	18.2509	9.15819
NODE_1166_length_950_cov_18.435754	950	28.6488	28.6488	61.9704
NODE_1167_length_949_cov_28.159955	949	45.5507	45.5507	35.6737
NODE_1168_length_949_cov_12.821029	949	20.368	20.368	27.8067
NODE_1169_length_948_cov_73.651736	948	102.236	102.236	191.987
NODE_1170_length_948_cov_2.202688	948	3.70175	3.70175	3.28109
NODE_1171_length_948_cov_2.038074	948	3.31704	3.31704	1.94327
NODE_1172_length_947_cov_30.000000	947	34.2309	34.2309	84.3988
NODE_1173_length_947_cov_2.531390	947	4.20075	4.20075	3.6481
NODE_1174_length_947_cov_2.505605	947	4.09285	4.09285	2.416
NODE_1175_length_947_cov_2.123318	947	3.64366	3.64366	2.87789
NODE_1176_length_946_cov_3.450056	946	4.79774	4.79774	6.71752
NODE_1177_length_945_cov_2.623596	945	4.19874	4.19874	2.89749
NODE_1178_length_945_cov_2.221348	945	3.87296	3.87296	2.27477
NODE_1179_length_943_cov_2.489865	943	4.3657	4.3657	6.64639
NODE_1180_length_942_cov_2.202931	942	3.64773	3.64773	1.15134
NODE_1181_length_941_cov_2.979684	941	5.38812	5.38812	5.56183
NODE_1182_length_941_cov_1.882619	941	3.23767	3.23767	0.902936
NODE_1183_length_940_cov_20.496045	940	27.8848	27.8848	21.0703
NODE_1184_length_940_cov_1.736723	940	3.11266	3.11266	3.06588
NODE_1185_length_939_cov_1.441176	939	2.25982	2.25982	0.486974
NODE_1186_length_938_cov_2.687429	938	4.42513	4.42513	2.16338
NODE_1187_length_938_cov_1.849377	938	3.03807	3.03807	1.56653
NODE_1188_length_936_cov_3.324631	936	5.33842	5.33842	4.19869
NODE_1189_length_935_cov_2.955682	935	5.18344	5.18344	3.63212
NODE_1190_length_934_cov_1.599545	934	2.57781	2.57781	1.21489
NODE_1191_length_933_cov_1.317768	933	2.03959	2.03959	0.687688
NODE_1192_length_930_cov_16.138286	930	23.2897	23.2897	17.6926
NODE_1193_length_930_cov_1.506286	930	2.36795	2.36795	1.43183
NODE_1194_length_928_cov_6.006873	928	9.55141	9.55141	7.15117
NODE_1195_length_928_cov_2.655212	928	4.2982	4.2982	4.05766
NODE_1196_length_927_cov_2.112385	927	3.48134	3.48134	2.67781
NODE_1197_length_927_cov_1.504587	927	2.53668	2.53668	1.00413
NODE_1198_length_926_cov_3.161883	926	5.30412	5.30412	9.39382
NODE_1199_length_926_cov_1.859931	926	3.10696	3.10696	2.09821
NODE_1200_length_925_cov_2.825287	925	4.81032	4.81032	12.7456
NODE_1201_length_925_cov_2.772414	925	4.40774	4.40774	3.31675
NODE_1202_length_924_cov_1.989643	924	3.03876	3.03876	0.924756
NODE_1203_length_924_cov_1.592635	924	2.80362	2.80362	1.67677
NODE_1204_length_922_cov_2.297578	922	4.03756	4.03756	4.50574
NODE_1205_length_921_cov_2.354503	921	3.86381	3.86381	2.14377
NODE_1206_length_921_cov_1.839492	921	3.1725	3.1725	2.49357
NODE_1207_length_920_cov_1.526012	920	2.58831	2.58831	0.91872
NODE_1208_length_918_cov_2.530707	918	4.07812	4.07812	2.00432
NODE_1209_length_918_cov_1.689455	918	2.92448	2.92448	0.807843
NODE_1210_length_916_cov_2.006969	916	3.21671	3.21671	1.885
NODE_1211_length_915_cov_2.686047	915	4.48235	4.48235	3.7474
NODE_1212_length_914_cov_2.296857	914	3.71597	3.71597	2.7934
NODE_1213_length_913_cov_8.703963	913	14.1219	14.1219	11.367
NODE_1214_length_912_cov_4.810968	912	8.45932	8.45932	13.7808
NODE_1215_length_912_cov_2.858810	912	4.55512	4.55512	1.71113
NODE_1216_length_912_cov_2.557760	912	4.46325	4.46325	2.86921
NODE_1217_length_912_cov_1.436406	912	2.4895	2.4895	0.980843
NODE_1218_length_911_cov_2.058411	911	3.38371	3.38371	1.99467
NODE_1219_length_910_cov_2.274854	910	3.95658	3.95658	4.11538
NODE_1220_length_908_cov_2.431419	908	4.06332	4.06332	2.53495
NODE_1221_length_906_cov_2.566392	906	4.39815	4.39815	2.31676
NODE_1222_length_906_cov_2.126910	906	3.52513	3.52513	3.64309
NODE_1223_length_905_cov_13.265882	905	14.7113	14.7113	28.3912
NODE_1224_length_905_cov_2.757647	905	4.48874	4.48874	2.51015
NODE_1225_length_904_cov_1.714959	904	2.82228	2.82228	1.52747
NODE_1226_length_902_cov_1.821724	902	3.29122	3.29122	1.30655
NODE_1227_length_901_cov_3.231678	901	5.53662	5.53662	7.85169
NODE_1228_length_900_cov_2.475740	900	4.05733	4.05733	1.64023
NODE_1229_length_900_cov_1.586982	900	2.592	2.592	0.84533
NODE_1230_length_899_cov_2.065166	899	3.38585	3.38585	3.27474
NODE_1231_length_899_cov_2.037915	899	3.56475	3.56475	1.31299
NODE_1232_length_899_cov_2.008294	899	3.73031	3.73031	2.28813
NODE_1233_length_899_cov_2.003555	899	3.24433	3.24433	2.95761
NODE_1234_length_898_cov_1.997628	898	3.21658	3.21658	1.39614
NODE_1235_length_897_cov_2.422803	897	4.31459	4.31459	4.82987
NODE_1236_length_897_cov_2.176960	897	3.70147	3.70147	4.87456
NODE_1237_length_896_cov_2.551724	896	4.39276	4.39276	1.06298
NODE_1238_length_895_cov_2.223810	895	3.61208	3.61208	1.80495
NODE_1239_length_894_cov_3.261025	894	5.79032	5.79032	4.70699
NODE_1240_length_893_cov_63.226730	893	73.0619	73.0619	228.597
NODE_1241_length_893_cov_3.075179	893	5.4576	5.4576	5.21079
NODE_1242_length_892_cov_20.529271	892	33.1051	33.1051	27.5922
NODE_1243_length_891_cov_77.300239	891	125.761	125.761	213.082
NODE_1244_length_891_cov_2.276316	891	3.77463	3.77463	2.69373
NODE_1245_length_890_cov_1.197605	890	1.94595	1.94595	0.581647
NODE_1246_length_889_cov_3.398082	889	5.26658	5.26658	7.23097
NODE_1247_length_889_cov_1.561151	889	2.60893	2.60893	0.845502
NODE_1248_length_888_cov_2.716687	888	4.90786	4.90786	3.80425
NODE_1249_length_888_cov_1.993998	888	3.47425	3.47425	2.87925
NODE_1250_length_887_cov_2.280048	887	3.78426	3.78426	4.1341
NODE_1251_length_886_cov_3.039711	886	4.94701	4.94701	6.30063
NODE_1252_length_886_cov_1.861613	886	3.06114	3.06114	1.22483
NODE_1253_length_886_cov_1.707581	886	2.84783	2.84783	2.11285
NODE_1254_length_885_cov_2.315663	885	4.13333	4.13333	3.06939
NODE_1255_length_885_cov_2.280723	885	3.88571	3.88571	2.84795
NODE_1256_length_884_cov_29.089264	884	48.8638	48.8638	47.0183
NODE_1257_length_884_cov_2.792521	884	4.85831	4.85831	1.54334
NODE_1258_length_884_cov_2.195416	884	3.49591	3.49591	2.20395
NODE_1259_length_883_cov_2.525362	883	4.11323	4.11323	3.13334
NODE_1260_length_883_cov_2.275362	883	3.76808	3.76808	2.76307
NODE_1261_length_883_cov_1.466184	883	2.56753	2.56753	1.63102
NODE_1262_length_882_cov_17.004837	882	28.4522	28.4522	49.958
NODE_1263_length_882_cov_1.568319	882	2.8388	2.8388	1.85908
NODE_1264_length_881_cov_2.251816	881	3.84679	3.84679	4.57103
NODE_1265_length_881_cov_1.638015	881	2.83584	2.83584	0.926446
NODE_1266_length_881_cov_1.370460	881	2.3844	2.3844	0.773947
NODE_1267_length_879_cov_2.092233	879	3.84774	3.84774	6.29684
NODE_1268_length_878_cov_90.603888	878	148.652	148.652	214.188
NODE_1269_length_878_cov_2.956258	878	5.13462	5.13462	5.27485
NODE_1270_length_878_cov_2.188335	878	3.48077	3.48077	1.28161
NODE_1271_length_878_cov_1.931956	878	3.60302	3.60302	1.31537
NODE_1272_length_877_cov_22.858881	877	36.1128	36.1128	43.9325
NODE_1273_length_876_cov_1.816078	876	3.09642	3.09642	0.881728
NODE_1274_length_876_cov_1.270402	876	2.10193	2.10193	0.706833
NODE_1275_length_875_cov_1.774390	875	3.01379	3.01379	2.39208
NODE_1276_length_873_cov_13.154034	873	21.3776	21.3776	85.1575
NODE_1277_length_872_cov_34.376989	872	47.3504	47.3504	140.297
NODE_1278_length_870_cov_2.761963	870	4.99306	4.99306	7.09732
NODE_1279_length_869_cov_2.732187	869	4.61474	4.61474	2.90848
NODE_1280_length_869_cov_2.425061	869	4.06537	4.06537	3.43724
NODE_1281_length_868_cov_1.273063	868	2.2298	2.2298	0.737907
NODE_1282_length_867_cov_4.178571	867	5.89958	5.89958	7.44242
NODE_1283_length_865_cov_1.216049	865	2.10629	2.10629	0.918655
NODE_1284_length_863_cov_2.241337	863	3.68022	3.68022	2.29085
NODE_1285_length_862_cov_2.171004	862	3.58146	3.58146	1.24792
NODE_1286_length_861_cov_2.668734	861	4.38537	4.38537	2.13579
NODE_1287_length_861_cov_1.302730	861	2.19128	2.19128	0.726739
NODE_1288_length_860_cov_3.598758	860	7.40141	7.40141	19.7045
NODE_1289_length_860_cov_2.613665	860	4.54366	4.54366	1.50374
NODE_1290_length_860_cov_1.345342	860	2.29014	2.29014	1.75491
NODE_1291_length_859_cov_1.810945	859	3.03526	3.03526	2.1979
NODE_1292_length_859_cov_1.470149	859	2.32299	2.32299	0.863037
NODE_1293_length_858_cov_1.601494	858	2.84746	2.84746	2.3897
NODE_1294_length_853_cov_2.036341	853	3.54765	3.54765	2.32785
NODE_1295_length_853_cov_1.873434	853	3.19488	3.19488	1.0859
NODE_1296_length_851_cov_2.320352	851	3.70613	3.70613	3.21922
NODE_1297_length_851_cov_1.765075	851	2.79743	2.79743	1.58177
NODE_1298_length_847_cov_19.243687	847	31.7418	31.7418	41.597
NODE_1299_length_847_cov_1.861111	847	3.35007	3.35007	0.949116
NODE_1300_length_846_cov_2.348925	846	3.97989	3.97989	2.81399
NODE_1301_length_845_cov_1.932911	845	3.23022	3.23022	2.14865
NODE_1302_length_845_cov_1.660759	845	2.79856	2.79856	1.95361
NODE_1303_length_844_cov_3.286439	844	6.32709	6.32709	4.69373
NODE_1304_length_844_cov_2.419518	844	4.0951	4.0951	4.59701
NODE_1305_length_844_cov_1.662864	844	3.21326	3.21326	0.473933
NODE_1306_length_843_cov_2.652284	843	4.47042	4.47042	1.8044
NODE_1307_length_843_cov_1.888325	843	3.54257	3.54257	2.31214
NODE_1308_length_842_cov_2.052097	842	3.99422	3.99422	2.02602
NODE_1309_length_841_cov_2.354962	841	4.09407	4.09407	5.16648
NODE_1310_length_840_cov_245.300637	840	119.486	119.486	3200.1
NODE_1311_length_840_cov_5.633121	840	8.96377	8.96377	10.2091
NODE_1312_length_840_cov_2.309554	840	3.91739	3.91739	2.80159
NODE_1313_length_839_cov_33.483418	839	47.8795	47.8795	111.15
NODE_1314_length_839_cov_1.886480	839	3.13788	3.13788	1.40103
NODE_1315_length_837_cov_2.652174	837	5.49199	5.49199	4.07828
NODE_1316_length_837_cov_1.841432	837	2.73654	2.73654	1.42173
NODE_1317_length_836_cov_2.486556	836	3.90379	3.90379	1.63745
NODE_1318_length_836_cov_2.340589	836	3.9898	3.9898	1.84077
NODE_1319_length_835_cov_30.641026	835	34.5504	34.5504	736.62
NODE_1320_length_834_cov_1.413350	834	2.52193	2.52193	1.50611
NODE_1321_length_833_cov_2.551414	833	4.14202	4.14202	2.01351
NODE_1322_length_832_cov_2.015444	832	3.90469	3.90469	1.63702
NODE_1323_length_831_cov_93.387887	831	146.154	146.154	279.057
NODE_1324_length_831_cov_2.110825	831	3.4699	3.4699	1.99652
NODE_1325_length_830_cov_24.157419	830	24.775	24.775	8.66358
NODE_1326_length_830_cov_2.270968	830	3.36324	3.36324	3.5365
NODE_1327_length_829_cov_2.693798	829	5.16348	5.16348	9.72401
NODE_1328_length_829_cov_1.930233	829	3.52135	3.52135	2.44462
NODE_1329_length_828_cov_2.403622	828	4.42773	4.42773	1.64248
NODE_1330_length_827_cov_3.589378	827	6.29247	6.29247	3.66284
NODE_1331_length_827_cov_1.389896	827	2.4195	2.4195	1.19654
NODE_1332_length_826_cov_2.124514	826	3.47189	3.47189	1.74882
NODE_1333_length_825_cov_3.083117	825	5.34222	5.34222	7.10376
NODE_1334_length_825_cov_1.833766	825	2.96	2.96	1.10077
NODE_1335_length_824_cov_2.964889	824	5.18546	5.18546	3.62528
NODE_1336_length_823_cov_3.604167	823	6.19316	6.19316	5.17095
NODE_1337_length_823_cov_2.384115	823	4.1575	4.1575	1.84123
NODE_1338_length_823_cov_1.988281	823	3.29272	3.29272	1.87996
NODE_1339_length_822_cov_2.610169	822	4.34077	4.34077	3.02679
NODE_1340_length_822_cov_1.661017	822	2.6369	2.6369	0.559471
NODE_1341_length_821_cov_14.201044	821	23.3741	23.3741	37.6705
NODE_1342_length_821_cov_3.797650	821	6.35171	6.35171	3.12387
NODE_1343_length_820_cov_11.158170	820	16.1164	16.1164	182.169
NODE_1344_length_819_cov_4.002618	819	6.45889	6.45889	15.9943
NODE_1345_length_819_cov_2.976440	819	4.74738	4.74738	6.37472
NODE_1346_length_818_cov_2.743119	818	4.59132	4.59132	4.95864
NODE_1347_length_818_cov_2.504587	818	4.0509	4.0509	2.58511
NODE_1348_length_817_cov_2.133858	817	3.82309	3.82309	2.23592
NODE_1349_length_816_cov_1.869908	816	2.91441	2.91441	2.46936
NODE_1350_length_815_cov_1.778947	815	2.96692	2.96692	1.80011
NODE_1351_length_813_cov_1.535620	813	2.8537	2.8537	1.19457
NODE_1352_length_812_cov_2.521797	812	3.78852	3.78852	1.99454
NODE_1353_length_812_cov_2.191546	812	3.62236	3.62236	3.09167
NODE_1354_length_812_cov_2.161162	812	3.43807	3.43807	2.54912
NODE_1355_length_812_cov_1.852048	812	3.25227	3.25227	1.68059
NODE_1356_length_811_cov_35.932540	811	55.6445	55.6445	67.0203
NODE_1357_length_811_cov_1.441799	811	2.40545	2.40545	1.06264
NODE_1358_length_810_cov_7.052980	810	11.8742	11.8742	12.3711
NODE_1359_length_810_cov_2.815894	810	4.59242	4.59242	2.88219
NODE_1360_length_810_cov_1.837086	810	3.31212	3.31212	1.429
NODE_1361_length_809_cov_2.273210	809	4.12747	4.12747	1.65546
NODE_1362_length_808_cov_1.784861	808	3.47264	3.47264	1.36682
NODE_1363_length_807_cov_2.712766	807	4.60122	4.60122	2.84073
NODE_1364_length_806_cov_2.166445	806	3.79268	3.79268	1.48673
NODE_1365_length_805_cov_1.926667	805	3.21527	3.21527	0.826673
NODE_1366_length_804_cov_3.572764	804	5.36544	5.36544	5.39304
NODE_1367_length_804_cov_2.610147	804	4.2844	4.2844	3.19618
NODE_1368_length_803_cov_574.167112	803	910.132	910.132	4176.08
NODE_1369_length_803_cov_16.090909	803	24.4931	24.4931	20.1951
NODE_1370_length_803_cov_2.554813	803	4.14548	4.14548	2.90058
NODE_1371_length_803_cov_2.430481	803	4.12864	4.12864	3.31473
NODE_1372_length_803_cov_1.844920	803	3.64472	3.64472	3.16499
NODE_1373_length_803_cov_1.625668	803	2.89893	2.89893	1.83639
NODE_1374_length_802_cov_30.634538	802	45.9264	45.9264	121.773
NODE_1375_length_802_cov_20.572959	802	27.8512	27.8512	28.4956
NODE_1376_length_802_cov_3.384203	802	5.90644	5.90644	3.2493
NODE_1377_length_802_cov_2.065596	802	3.57975	3.57975	1.58657
NODE_1378_length_802_cov_1.484605	802	2.64877	2.64877	1.16523
NODE_1379_length_802_cov_1.386881	802	2.25613	2.25613	0.814477
NODE_1380_length_801_cov_4.395442	801	7.17051	7.17051	14.9509
NODE_1381_length_801_cov_3.855228	801	6.95545	6.95545	8.32264
NODE_1382_length_801_cov_3.812332	801	6.61444	6.61444	7.8434
NODE_1383_length_801_cov_1.804290	801	3.09217	3.09217	1.04072
NODE_1384_length_799_cov_2.174731	799	3.64869	3.64869	2.49984
NODE_1385_length_799_cov_1.400538	799	2.32203	2.32203	1.11373
NODE_1386_length_797_cov_1.715633	797	2.77434	2.77434	0.871602
NODE_1387_length_797_cov_1.676550	797	2.88253	2.88253	1.25553
NODE_1388_length_796_cov_1.390013	796	2.24303	2.24303	0.844715
NODE_1389_length_796_cov_1.228070	796	1.94118	1.94118	0.529867
NODE_1390_length_795_cov_1.813514	795	3.70853	3.70853	1.75653
NODE_1391_length_795_cov_1.598649	795	2.65116	2.65116	1.24924
NODE_1392_length_795_cov_1.352703	795	2.11938	2.11938	0.875476
NODE_1393_length_794_cov_1.009472	794	1.9177	1.9177	1.09897
NODE_1394_length_793_cov_2.200542	793	3.36703	3.36703	1.52552
NODE_1395_length_793_cov_2.096206	793	3.16796	3.16796	2.46707
NODE_1396_length_792_cov_2.310719	792	4.14797	4.14797	2.16683
NODE_1397_length_792_cov_1.796472	792	2.99533	2.99533	0.88765
NODE_1398_length_791_cov_15.100543	791	23.6833	23.6833	25.6136
NODE_1399_length_791_cov_1.775815	791	3.0624	3.0624	1.78673
NODE_1400_length_791_cov_1.345109	791	2.4649	2.4649	0.674157
NODE_1401_length_790_cov_1.711565	790	2.95937	2.95937	1.87941
NODE_1402_length_790_cov_1.541497	790	2.52344	2.52344	2.519
NODE_1403_length_789_cov_3.197548	789	5.35211	5.35211	9.15013
NODE_1404_length_789_cov_2.103542	789	3.38341	3.38341	1.9327
NODE_1405_length_789_cov_1.658038	789	2.92645	2.92645	2.17168
NODE_1406_length_788_cov_1.564802	788	2.68652	2.68652	0.950242
NODE_1407_length_787_cov_1.367486	787	2.51491	2.51491	1.36652
NODE_1408_length_786_cov_2.187415	786	3.80346	3.80346	1.64163
NODE_1409_length_785_cov_43.976712	785	21.9937	21.9937	81.0063
NODE_1410_length_785_cov_3.338356	785	5.49921	5.49921	10.6226
NODE_1411_length_785_cov_1.994521	785	3.09134	3.09134	1.76137
NODE_1412_length_784_cov_12.652949	784	20.6278	20.6278	63.9655
NODE_1413_length_784_cov_3.071331	784	5.43849	5.43849	4.85325
NODE_1414_length_784_cov_2.170096	784	3.5694	3.5694	1.56311
NODE_1415_length_784_cov_1.530864	784	2.58833	2.58833	0.994556
NODE_1416_length_783_cov_2.240385	783	3.73618	3.73618	1.39388
NODE_1417_length_782_cov_24.733150	782	40.5079	40.5079	17.1822
NODE_1418_length_782_cov_2.005502	782	3.38608	3.38608	2.53217
NODE_1419_length_781_cov_15.600551	781	25.7417	25.7417	30.5125
NODE_1420_length_781_cov_1.612948	781	2.70364	2.70364	1.2787
NODE_1421_length_779_cov_13.308011	779	19.2353	19.2353	28.5656
NODE_1422_length_779_cov_3.908840	779	6.66614	6.66614	5.49668
NODE_1423_length_779_cov_2.620166	779	4.5628	4.5628	1.97575
NODE_1424_length_779_cov_2.132597	779	3.45787	3.45787	2.61486
NODE_1425_length_778_cov_1.984786	778	3.57006	3.57006	3.25345
NODE_1426_length_777_cov_2.198061	777	4.15789	4.15789	6.20988
NODE_1427_length_777_cov_1.770083	777	3.2185	3.2185	2.63748
NODE_1428_length_777_cov_1.638504	777	2.61085	2.61085	0.969721
NODE_1429_length_777_cov_1.357341	777	2.32217	2.32217	0.691567
NODE_1430_length_776_cov_2.606103	776	4.42173	4.42173	5.51785
NODE_1431_length_775_cov_1003.097222	775	1632.1	1632.1	6986.2
NODE_1432_length_775_cov_3.081944	775	5.3536	5.3536	3.91163
NODE_1433_length_775_cov_2.231944	775	3.7408	3.7408	2.62823
NODE_1434_length_774_cov_4.371349	774	6.80769	6.80769	12.0625
NODE_1435_length_774_cov_3.525730	774	6.99679	6.99679	13.2713
NODE_1436_length_774_cov_2.958275	774	5.16987	5.16987	6.96307
NODE_1437_length_774_cov_1.600834	774	2.80128	2.80128	1.19961
NODE_1438_length_773_cov_12.472145	773	20.3884	20.3884	14.7363
NODE_1439_length_773_cov_1.781337	773	2.96469	2.96469	0.918368
NODE_1440_length_770_cov_60.018182	770	88.1758	88.1758	317.603
NODE_1441_length_770_cov_2.032168	770	3.2129	3.2129	0.713884
NODE_1442_length_770_cov_1.780420	770	3.05323	3.05323	1.43012
NODE_1443_length_769_cov_5.417367	769	8.87076	8.87076	5.13538
NODE_1444_length_769_cov_3.130252	769	5.28594	5.28594	1.57345
NODE_1445_length_768_cov_2.450210	768	4.28641	4.28641	3.20633
NODE_1446_length_768_cov_2.290323	768	4.00647	4.00647	2.23982
NODE_1447_length_768_cov_1.382889	768	2.4466	2.4466	0.581423
NODE_1448_length_766_cov_2.528833	766	4.72565	4.72565	6.24492
NODE_1449_length_766_cov_2.315049	766	4.15584	4.15584	3.18543
NODE_1450_length_766_cov_2.175809	766	3.5763	3.5763	4.95677
NODE_1451_length_765_cov_2.050704	765	3.31057	3.31057	2.04184
NODE_1452_length_764_cov_1.679831	764	3.0798	3.0798	1.1437
NODE_1453_length_762_cov_1.504950	762	2.52451	2.52451	0.629515
NODE_1454_length_761_cov_1.868272	761	3.52373	3.52373	1.88263
NODE_1455_length_760_cov_148.584397	760	70.0475	70.0475	1039.07
NODE_1456_length_760_cov_141.204255	760	88.8771	88.8771	9508
NODE_1457_length_760_cov_13.951773	760	16.7	16.7	28.5158
NODE_1458_length_760_cov_1.412766	760	2.50328	2.50328	1.11411
NODE_1459_length_759_cov_39.757102	759	26.5369	26.5369	137.348
NODE_1460_length_759_cov_2.680398	759	4.45977	4.45977	3.16984
NODE_1461_length_758_cov_1.732575	758	2.73849	2.73849	1.06659
NODE_1462_length_757_cov_3.227920	757	5.4827	5.4827	3.80456
NODE_1463_length_757_cov_2.008547	757	3.28501	3.28501	3.52095
NODE_1464_length_757_cov_1.814815	757	2.86985	2.86985	1.27841
NODE_1465_length_756_cov_2.336662	756	3.94554	3.94554	2.35238
NODE_1466_length_756_cov_1.927247	756	3.20792	3.20792	0.644303
NODE_1467_length_755_cov_2.274286	755	3.85289	3.85289	1.25151
NODE_1468_length_754_cov_2.042918	754	3.51987	3.51987	1.84206
NODE_1469_length_754_cov_1.187411	754	2.16887	2.16887	0.667951
NODE_1470_length_753_cov_1.954155	753	3.18242	3.18242	1.86368
NODE_1471_length_753_cov_1.432665	753	2.41294	2.41294	0.790994
NODE_1472_length_751_cov_28.349138	751	45.0283	45.0283	54.6809
NODE_1473_length_750_cov_6.297842	750	10.1683	10.1683	18.5143
NODE_1474_length_749_cov_1.867435	749	2.09182	2.09182	1.0367
NODE_1475_length_748_cov_2.607504	748	4.87458	4.87458	2.60568
NODE_1476_length_748_cov_2.494949	748	4.20736	4.20736	2.6571
NODE_1477_length_748_cov_1.966811	748	3.25084	3.25084	3.73933
NODE_1478_length_747_cov_1.315029	747	2.1742	2.1742	0.476315
NODE_1479_length_746_cov_1.965268	746	3.62248	3.62248	1.9127
NODE_1480_length_746_cov_1.542692	746	2.5	2.5	0.478992
NODE_1481_length_746_cov_1.439942	746	2.77181	2.77181	0.925994
NODE_1482_length_745_cov_6.178261	745	9.85378	9.85378	16.0847
NODE_1483_length_745_cov_2.037681	745	3.31092	3.31092	1.57488
NODE_1484_length_745_cov_1.791304	745	3.05378	3.05378	1.00047
NODE_1485_length_743_cov_3.063953	743	5.79258	5.79258	4.33021
NODE_1486_length_743_cov_2.892442	743	5.76391	5.76391	3.11647
NODE_1487_length_743_cov_1.444767	743	2.09781	2.09781	1.03772
NODE_1488_length_742_cov_2.609898	742	4.63682	4.63682	2.9897
NODE_1489_length_741_cov_1.724490	741	2.81895	2.81895	1.06039
NODE_1490_length_740_cov_2.348905	740	4.15593	4.15593	5.59535
NODE_1491_length_740_cov_1.049635	740	1.5678	1.5678	0.347687
NODE_1492_length_739_cov_2.353801	739	4.19694	4.19694	2.06318
NODE_1493_length_739_cov_1.593567	739	2.78778	2.78778	2.7321
NODE_1494_length_739_cov_1.391813	739	2.43633	2.43633	0.474255
NODE_1495_length_738_cov_3.528551	738	6.02041	6.02041	5.28068
NODE_1496_length_738_cov_3.254758	738	5.67347	5.67347	1.97156
NODE_1497_length_738_cov_2.590044	738	4.69728	4.69728	4.39885
NODE_1498_length_738_cov_2.544656	738	4.27381	4.27381	4.00155
NODE_1499_length_738_cov_2.183016	738	3.57143	3.57143	1.99659
NODE_1500_length_737_cov_153.032258	737	248.491	248.491	521.799
NODE_1501_length_737_cov_10.130499	737	14.1193	14.1193	10.4704
NODE_1502_length_737_cov_3.155425	737	5.64055	5.64055	7.4798
NODE_1503_length_737_cov_2.070381	737	3.65758	3.65758	2.09927
NODE_1504_length_737_cov_1.901760	737	3.27768	3.27768	1.19408
NODE_1505_length_736_cov_21.578561	736	29.5529	29.5529	31.5296
NODE_1506_length_735_cov_2.611765	735	4.34872	4.34872	1.24463
NODE_1507_length_735_cov_1.825000	735	3.08889	3.08889	0.848246
NODE_1508_length_735_cov_1.551471	735	2.67863	2.67863	0.64997
NODE_1509_length_735_cov_1.455882	735	2.48547	2.48547	0.928304
NODE_1510_length_734_cov_22.621502	734	33.5497	33.5497	58.1999
NODE_1511_length_734_cov_2.273932	734	3.69007	3.69007	1.02728
NODE_1512_length_734_cov_1.390280	734	2.36301	2.36301	0.773658
NODE_1513_length_733_cov_13.054572	733	10.9966	10.9966	5.19243
NODE_1514_length_733_cov_2.190265	733	4.11149	4.11149	1.66968
NODE_1515_length_732_cov_1.942393	732	3.20103	3.20103	1.91305
NODE_1516_length_732_cov_1.553914	732	2.67354	2.67354	0.791688
NODE_1517_length_731_cov_2.933432	731	5.15663	5.15663	6.07372
NODE_1518_length_731_cov_2.159763	731	3.65232	3.65232	2.0134
NODE_1519_length_731_cov_1.800296	731	3.06024	3.06024	1.35325
NODE_1520_length_731_cov_1.550296	731	2.72806	2.72806	1.40179
NODE_1521_length_730_cov_1.767407	730	3.06724	3.06724	1.17854
NODE_1522_length_730_cov_1.765926	730	2.87069	2.87069	0.945251
NODE_1523_length_730_cov_1.697778	730	2.82414	2.82414	0.649501
NODE_1524_length_729_cov_2.660237	729	4.68221	4.68221	3.05109
NODE_1525_length_729_cov_2.178042	729	4.08117	4.08117	1.46572
